frame,center_x,center_y,size_x,size_y
162,1643.1622,836.4416,800,1400
163,1628.6104,855.1353,800,1400
164,1623.8212,869.1349,800,1400
168,1776.599,834.1637,800,1400
169,1772.925,820.7307,800,1400
170,1741.1609,836.07935,800,1400
171,1699.6993,846.5795,800,1400
174,1504.1344,850.7586,800,1400
175,1449.1035,874.1903,800,1400
176,1444.54,874.4622,800,1400
177,1495.4734,864.86755,800,1400
178,1564.9446,869.9581,800,1400
179,1602.0975,837.6957,800,1400
180,1633.4894,811.0149,800,1400
181,1620.1354,809.9008,800,1400
182,1583.5118,808.7128,800,1400
183,1489.1598,817.82764,800,1400
184,1399.18,828.4268,800,1400
185,1394.5286,812.9317,800,1400
186,1431.5253,818.91125,800,1400
187,1455.3425,839.03674,800,1400
188,1482.9852,858.04193,800,1400
189,1506.5215,868.70624,800,1400
190,1519.7788,871.7806,800,1400
