frame,center_x,center_y,size_x,size_y
85,2180.1677,303.85715,256,256
86,2200.0408,320.36923,256,256
87,2225.0056,379.6485,256,256
88,2216.4807,416.51932,256,256
89,2173.0918,389.98453,256,256
90,2137.972,397.9986,256,256
91,2127.7793,412.05466,256,256
92,2183.9106,434.03897,256,256
93,2286.2488,484.56522,256,256
98,2047.9741,379.59183,256,256
99,2020.2872,441.5475,256,256
100,1944.8789,483.01788,256,256
101,1915.6154,454.81906,256,256
102,1907.2797,438.04382,256,256
103,1869.5494,453.19702,256,256
104,1848.9058,488.2417,256,256
105,1810.0818,468.32196,256,256
106,1815.1212,448.8718,256,256
107,1867.3612,413.87714,256,256
108,1933.3032,362.97787,256,256
109,1948.8301,313.75858,256,256
110,1906.7986,329.00897,256,256
111,1880.918,395.97458,256,256
112,1892.1093,517.04913,256,256
113,1955.8068,591.8781,256,256
114,2017.9099,620.22076,256,256
115,2007.458,668.1436,256,256
116,1971.0986,722.92017,256,256
117,1986.8569,687.01434,256,256
118,1984.667,644.6849,256,256
119,1970.8284,628.5363,256,256
120,1930.6487,587.7432,256,256
121,1939.3502,593.6978,256,256
122,1957.8276,654.6031,256,256
123,1941.353,646.71765,256,256
124,1996.1262,656.327,256,256
128,2014.2789,610.69836,256,256
129,2037.0842,612.39087,256,256
130,2015.1732,633.7802,256,256
131,2068.428,653.9627,256,256
135,2110.2632,568.2167,256,256
136,2047.143,560.34216,256,256
137,2066.626,524.26666,256,256
138,2087.9688,494.01086,256,256
139,2070.8745,500.8137,256,256
140,2046.4991,514.1461,256,256
141,2055.019,515.5283,256,256
142,2046.8716,523.5276,256,256
143,2064.6528,484.67487,256,256
144,2059.428,446.92603,256,256
145,2080.0518,424.33167,256,256
146,2095.393,406.35675,256,256
147,2119.9102,428.70804,256,256
148,2151.552,399.86603,256,256
149,2134.4236,399.0459,256,256
150,2118.3892,397.62082,256,256
151,2119.0525,418.8378,256,256
152,2177.5156,381.4792,256,256
153,2197.5886,361.27756,256,256
154,2175.7522,348.6002,256,256
155,2158.3643,349.26212,256,256
156,2168.2644,337.8598,256,256
157,2127.271,326.98428,256,256
158,2141.17,344.04425,256,256
159,2144.6794,380.23395,256,256
160,2096.4355,433.87872,256,256
161,2017.8611,452.22925,256,256
162,2009.983,432.91507,256,256
163,1990.234,402.03378,256,256
164,1972.3696,373.6598,256,256
165,1972.1567,340.16052,256,256
166,1985.8124,321.13174,256,256
167,2054.0034,384.89465,256,256
168,2191.9731,423.2415,256,256
169,2174.4087,492.19205,256,256
170,2085.1619,494.0041,256,256
171,1985.9467,466.43457,256,256
172,1925.2736,489.07126,256,256
173,1820.011,486.99875,256,256
174,1824.2607,459.59134,256,256
175,1839.9302,412.8624,256,256
176,1814.0516,330.9115,256,256
177,1846.6553,347.3776,256,256
178,1866.9016,374.22763,256,256
179,1887.291,398.4804,256,256
180,1900.969,414.853,256,256
181,1876.9866,420.0845,256,256
182,1823.8694,441.30087,256,256
